,CompanyName:,BusinessintheStateof:,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:,MEMBER_MONTHS_SMALL_GROUP,EXPECTED_REINSURANCE,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),Not-For-Profit:
3153,PacifiCare Life and Health Insurance Co,North Carolina,92254,0.0,0.0,0.0,0.0,0.0,,,,No
3154,"Madison National Life Insurance Company, Inc.",Michigan,92258,2609.0,1549.0,,,,,,,No
3155,United Healthcare Life Insurance Company,Colorado,92291,4087.0,0.0,0.0,0.0,0.0,,,,No
3156,Standard Life and Accident Insurance Company,Illinois,92329,118.0,,0.0,0.0,,,,,No
3157,TransAmerica Premier Life Insurance,Delaware,92369,,,,,,,,,No
3158,Trustmark Insurance Company,Wisconsin,92423,,,,,,,,,No
3159,Unified Life Insurance Company,Kansas,92426,0.0,,0.0,0.0,,,,,No
3160,Connecticut General Life Insurance Company,Louisiana,92435,0.0,0.0,0.0,0.0,0.0,,,,No
3161,American Income Life Insurance Co,Michigan,92466,,,,,,,,,No
3162,UnitedHealthcare Insurance Company of Illinois,Illinois,92476,3578.0,863764.0,0.0,-7829.46,-692834.93,N/E,$-,"($700,664.41)",No
3163,Sharp Health Plan,California,92499,122265.0,112929.0,10986209.85,10433865.0,-946092.0,"$10,986,209.85 ","$10,432,568.53 ","($953,791.37)",Yes
3164,Unimerica Insurance Company,Wyoming,92530,0.0,0.0,0.0,0.0,0.0,,,,No
3165,"CDPHP Universal Benefits, Inc.",New York,92551,6833.0,987813.0,,,-1028538.0,N/E,$-,"($1,425,321.82)",Yes
3166,PacifiCare Life and Health Insurance Co,Oregon,92564,0.0,0.0,0.0,0.0,0.0,,,,No
3167,American National Life Insurance Company of Texas,New York,92616,0.0,,0.0,0.0,,,,,No
3168,Aetna Life Insurance Company,South Dakota,92619,4.0,0.0,0.0,0.0,0.0,,,,No
3169,The Prudential Insurance Company of America,Ohio,92660,,,,,,,,,No
3170,Federated Mutual Insurance Company,Wisconsin,92708,1.0,45264.0,0.0,0.0,59805.56,N/E,$-,"$59,805.56 ",No
3171,State Farm Mutual Automobile Insurance Company,New Jersey,92722,548.0,0.0,0.0,0.0,0.0,,,,No
3172,Thrivent Financial for Lutherans,Michigan,92735,,,,,,,,,No
3173,Bankers Life and Casualty,Minnesota,92747,,,,,,,,,No
3174,"HMO Missouri, Inc.",Missouri,92766,1032.0,160037.0,0.0,0.0,-339678.0,N/E,$-,"($339,677.71)",No
3175,Reserve National Insurance Company,North Dakota,92774,,,,,,,,,No
3176,MVP Health Insurance Company,Vermont,92802,5732.0,64143.0,0.0,0.0,0.0,,,,No
3177,Trustmark Insurance Company,Alaska,92805,,,,,,,,,No
3178,Local Initiative Health Authority for Los Angeles County,California,92815,240012.0,,347124.0,-31742828.0,,"$347,123.67 ","($31,742,828.09)",$-,Yes
3179,Reserve National Insurance Company,Kentucky,92840,,,,,,,,,No
3180,Symetra Life Insurance Company,Washington,92856,,,,,,,,,No
3181,The Guardian Life Insurance Company of America,Massachusetts,92866,120.0,,,,,,,,No
3182,New Era Life Insurance Company,Oklahoma,92896,227.0,,,,,,,,No
3183,Transamerica Life Insurance Company,Delaware,92915,,,,,,,,,No
3184,American Income Life Insurance Co,Nebraska,92937,,,,,,,,,No
3185,PacifiCare Life and Health Insurance Co,Georgia,92957,0.0,0.0,0.0,0.0,0.0,,,,No
3186,"VIVA Health, Inc.",Alabama,93018,,25433.0,,,-1714075.0,N/E,$-,"($1,714,074.57)",Yes
3187,"Sierra Health and Life Insurance Company, Inc.",Indiana,93075,0.0,0.0,0.0,0.0,0.0,,,,No
3188,New Mexico Health Connections,New Mexico,93091,72246.0,22648.0,3178238.0,-4834622.0,-1832176.0,"$3,178,238.43 ","($4,834,621.72)","($1,832,176.28)",Yes
3189,Freedom Life Insurance Company of America,Alabama,93122,334.0,,107807.0,26222.0,,"$107,806.57 ","$26,222.47 ",$-,No
3190,Guarantee Trust Life Insurance Co.,Minnesota,93125,0.0,,,,,,,,No
3191,Mutual of Omaha Insurance Company,Vermont,93142,,,,,,,,,No
3192,"Humana Health Plan, Inc.",South Carolina,93165,,,,,,,,,No
3193,Aetna Health Inc. (a Pennsylvania corporation),Virginia,93187,464.0,95972.0,0.0,0.0,-670080.1,N/E,$-,"($670,080.10)",No
3194,"Humana Health Plan, Inc.",Tennessee,93222,,128553.0,,,-251013.94,N/E,$-,"($251,013.94)",No
3195,"Humana Employers Health Plan of Georgia, Inc.",Georgia,93332,2871577.0,1208242.0,194926953.8,64808.72,-6158.42,"$194,926,953.76 ","$64,808.72 ","($6,158.42)",No
3196,AMERICAN FIDELITY ASSURANCE COMPANY,Maryland,93338,,,,,,,,,No
3197,"Madison National Life Insurance Company, Inc.",Iowa,93342,135.0,13887.0,,,,,,,No
3198,Union Labor Life Insurance Company,Texas,93426,29.0,,,,,,,,No
3199,United American Insurance Co,Illinois,93430,,,,,,,,,No
3200,Unified Life Insurance Company,Kentucky,93457,0.0,,0.0,0.0,,,,,No
3201,American National Insurance Company,Hawaii,93496,12.0,,0.0,0.0,,,,,No
3202,"Sierra Health and Life Insurance Company, Inc.",Rhode Island,93497,0.0,0.0,0.0,0.0,0.0,,,,No
3203,American Heritage Life Insurance Company,New Jersey,93562,,,,,,,,,No
3204,The United States Life Ins. Co. in the City of New York,Minnesota,93583,3647.0,,,,,,,,No
3205,PacifiCare Life and Health Insurance Co,Arizona,93588,0.0,0.0,0.0,0.0,0.0,,,,No
3206,Humana Insurance Company,South Dakota,93593,,,,,,,,,No
3207,PacifiCare Life and Health Insurance Co,Nevada,93596,0.0,0.0,0.0,0.0,0.0,,,,No
3208,The Guardian Life Insurance Company of America,New Jersey,93627,36.0,,,,,,,,No
3209,All Savers Insurance Company,Louisiana,93653,0.0,1840.0,0.0,0.0,-6296.82,N/E,$-,"($6,296.82)",No
3210,Western Health Advantage,California,93689,40958.0,344213.0,5847162.74,2576713.69,899470.72,"$5,847,162.74 ","$2,576,272.04 ","$884,571.67 ",Yes
3211,"Humana Health Plan, Inc.",Nevada,93696,,9179.0,,,-76054.9,N/E,$-,"($76,054.90)",No
3212,American Heritage Life Insurance Company,Massachusetts,93748,,,,,,,,,No
3213,Kanawha Insurance Company ,Georgia,93790,933.0,,,,,,,,No
3214,"HealthAssurance Pennsylvania, Inc.",Pennsylvania,93838,4102.0,561514.0,0.0,0.0,-1641283.35,N/E,$-,"($1,641,283.35)",No
3215,Coventry Health & Life Insurance Company,Virginia,93848,296.0,58564.0,0.0,0.0,-933262.57,N/E,$-,"($933,262.58)",No
3216,Reserve National Insurance Company,South Carolina,93959,,,,,,,,,No
3217,UnitedHealthcare Insurance Company of New York,Oregon,94014,0.0,0.0,0.0,0.0,0.0,,,,No
3218,United American Insurance Co,Oklahoma,94018,,,,,,,,,No
3219,Wilton Reassurance Company,Wyoming,94050,288.0,,,,,,,,No
3220,Time Insurance Company,Wisconsin,94073,174728.0,39192.0,9155177.0,5745648.0,-145802.0,"$9,155,177.35 ","$5,745,648.38 ","($145,802.24)",No
3221,"Group Hospitalization and Medical Services, Inc",Maryland,94084,330002.0,350560.0,9970292.23,5177916.02,5886119.17,"$9,970,292.23 ","$5,177,916.02 ","$5,641,971.56 ",Yes
3222,Guarantee Trust Life Insurance Co.,Georgia,94106,87.0,,,,,,,,No
3223,Healthy Alliance Life Insurance Company,Kansas,94127,11.0,0.0,0.0,0.0,0.0,,,,No
3224,American Income Life Insurance Co,South Dakota,94171,,,,,,,,,No
3225,American Heritage Life Insurance Company,South Dakota,94211,,,,,,,,,No
3226,Magnolia Health Plan,Mississippi,94237,126016.0,,2481685.51,-6560626.86,,"$2,481,685.51 ","($6,560,626.86)",$-,No
3227,Cigna Health and Life Insurance Company,Oklahoma,94245,7.0,0.0,0.0,0.0,0.0,,,,No
3228,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Kansas,94248,332440.0,167621.0,11523299.72,8092802.17,1450193.47,"$11,523,299.72 ","$8,092,802.17 ","$1,450,193.47 ",Yes
3229,Philadelphia American Life Insurance Company,Michigan,94284,,,,,,,,,No
3230,Reliance Standard Life Insurance Company,Missouri,94322,,,,,,,,,No
3231,PacifiCare Life and Health Insurance Co,Connecticut,94335,0.0,0.0,0.0,0.0,0.0,,,,No
3232,Trustmark Life Insurance Company,Washington,94388,579.0,0.0,,-25877.34,0.0,N/E,$-,"($25,877.34)",No
3233,Cigna Health and Life Insurance Company,Indiana,94419,0.0,0.0,0.0,0.0,0.0,,,,No
3234,Coventry Health & Life Insurance Company,North Carolina,94459,32.0,31940.0,0.0,0.0,-206038.71,N/E,$-,"($206,038.72)",No
3235,"Madison National Life Insurance Company, Inc.",South Carolina,94489,332.0,726.0,,,,,,,No
3236,Independence American Insurance Company,Iowa,94505,42.0,,,,,,,,No
3237,"Kaiser Foundation Health Plan of Mid-Atlantic States, Inc.",District of Columbia,94506,22353.0,47595.0,316474.0,-751506.0,-1598160.0,"$316,474.04 ","($751,505.85)","($1,598,160.33)",Yes
3238,Group Health Cooperative of South Central Wisconsin,Wisconsin,94529,22068.0,141267.0,296955.37,1297858.57,-300007.81,"$296,955.37 ","$1,297,858.57 ","($300,007.81)",Yes
3239,National Foundation Life Insurance Company,South Carolina,94608,2014.0,,0.0,0.0,,,,,No
3240,Connecticut General Life Insurance Company,California,94625,542369.0,0.0,0.0,0.0,0.0,,,,No
3241,New Era Life Insurance Company,Louisiana,94659,398.0,,,,,,,,No
3242,John Alden Life Insurance Company,Wisconsin,94720,3567.0,9807.0,0.0,0.0,-41527.0,N/E,$-,"($41,526.94)",No
3243,Pekin Life Insurance Company,Missouri,94734,,,,,,,,,No
3244,Liberty National Life Insurance Co,Michigan,94777,,,,,,,,,No
3245,"Capital District Physicians Health Plan, Inc.",New York,94788,45111.0,125199.0,5393821.0,8368751.0,5770784.0,"$5,393,821.37 ","$8,365,330.23 ","$5,699,384.43 ",Yes
3246,Cigna Health and Life Insurance Company,Maine,94811,0.0,0.0,0.0,0.0,0.0,,,,No
3247,"ConnectiCare, Insurance Company Inc",Connecticut,94815,263102.0,640290.0,13128000.0,-10949000.0,-7957000.0,"$13,127,918.24 ","($10,948,959.34)","($7,957,364.87)",No
3248,"Medica Health Plans of Florida, Inc",Florida,94820,508.0,1449.0,0.0,0.0,0.0,,,,No
3249,American National Insurance Company,New Hampshire,94825,0.0,,0.0,0.0,,,,,No
3250,The United States Life Ins. Co. in the City of New York,Washington,94845,5387.0,,,,,,,,No
3251,PacifiCare Life and Health Insurance Co,Rhode Island,94847,0.0,0.0,0.0,0.0,0.0,,,,No
3252,PacifiCare Life and Health Insurance Co,Indiana,94867,0.0,0.0,0.0,0.0,0.0,,,,No
3253,Union Fidelity Life Insurance Company,Washington,94875,,,,,,,,,No
3254,American National Life Insurance Company of Texas,Nebraska,94905,4160.0,,0.0,0.0,,,,,No
3255,"Cigna HealthCare of Tennessee, Inc.",Tennessee,94926,24.0,0.0,0.0,0.0,0.0,,,,No
3256,Central United Life Insurance Company,New Mexico,94937,,,,,,,,,No
3257,UnitedHealthcare Insurance Company,Kansas,94968,262.0,152843.0,0.0,-5708.08,-762897.73,N/E,$-,"($768,605.82)",No
3258,PacifiCare Life and Health Insurance Co,Maine,95019,0.0,0.0,0.0,0.0,0.0,,,,No
3259,Connecticut General Life Insurance Company,Georgia,95022,131358.0,0.0,0.0,0.0,0.0,,,,No
3260,Niagara Life and Health Insurance Company,Connecticut,95046,,,,,,,,,No
3261,John Alden Life Insurance Company,Indiana,95074,9516.0,10937.0,0.0,0.0,-122261.0,N/E,$-,"($124,424.43)",No
3262,First Allmerica Financial Life Ins. Co,Florida,95087,,,,,,,,,No
3263,John Alden Life Insurance Company,Utah,95118,971.0,0.0,0.0,0.0,0.0,,,,No
3264,Time Insurance Company,District of Columbia,95120,3215.0,15.0,0.0,0.0,0.0,,,,No
3265,Transamerica Life Insurance Company,Washington,95154,,,,,,,,,No
3266,Pekin Life Insurance Company,Minnesota,95161,,,,,,,,,No
3267,"Kaiser Foundation Health Plan of Mid-Atlantic States, Inc.",Virginia,95185,250366.0,106010.0,6291295.0,-11219948.0,-728218.0,"$6,291,295.43 ","($11,219,947.68)","($728,218.07)",Yes
3268,Celtic Insurance Company,Louisiana,95186,9.0,,0.0,0.0,,,,,No
3269,Paramount Insurance Company,Michigan,95233,,13010.0,,,-53820.0,N/E,$-,"($53,820.30)",No
3270,Mid-West National Life Insurance Company of Tennessee,Oklahoma,95237,19373.0,0.0,0.0,0.0,0.0,,,,No
3271,New York Life Insurance Company,Connecticut,95244,0.0,,,,,,,,No
3272,The United States Life Ins. Co. in the City of New York,Wisconsin,95255,5790.0,,,,,,,,No
3273,AMERICAN FIDELITY ASSURANCE COMPANY,New Hampshire,95259,,,,,,,,,No
3274,State Farm Mutual Automobile Insurance Company,New Mexico,95280,643.0,0.0,0.0,0.0,0.0,,,,No
3275,Kanawha Insurance Company ,Alabama,95307,462.0,,,,,,,,No
3276,University Health Alliance,Hawaii,95366,,319477.0,,,-620254.0,N/E,$-,"($620,253.71)",Yes
3277,Independence American Insurance Company,Georgia,95383,1077.0,,,,,,,,No
3278,Wilton Reassurance Company,Ohio,95405,315.0,,,,,,,,No
3279,Globe Life and Accident Insurance Co,West Virginia,95411,,,,,,,,,No
3280,Trillium Community Health Plan,Oregon,95417,17.0,0.0,0.0,0.0,0.0,$0.00 ,"($2,613.45)",$-,No
3281,UnitedHealthcare Insurance Company,Missouri,95426,4617.0,542131.0,0.0,259525.47,-602346.22,N/E,$-,"($342,820.74)",No
3282,American Heritage Life Insurance Company,North Dakota,95440,,,,,,,,,No
3283,Assurity Life Insurance Company,California,95451,12.0,,,,,,,,No
3284,Atlantis Health Plan,New York,95456,,,,,,,,,No
3285,Philadelphia American Life Insurance Company,Florida,95495,770.0,284.0,,,,,,,No
3286,Unimerica Insurance Company,Nevada,95504,0.0,0.0,0.0,0.0,0.0,,,,No
3287,Unified Life Insurance Company,Mississippi,95541,0.0,,0.0,0.0,,,,,No
3288,American National Insurance Company,Michigan,95601,0.0,,0.0,0.0,,,,,No
3289,Optimum Choice Inc.,West Virginia,95628,0.0,523.0,0.0,0.0,-51774.44,N/E,$-,"($51,774.44)",No
3290,All Savers Insurance Company,New Hampshire,95644,0.0,0.0,0.0,0.0,0.0,,,,No
3291,UnitedHealthcare Insurance Company,California,95677,12461.0,503041.0,0.0,-414.46,4047451.69,N/E,$-,"$4,029,609.65 ",No
3292,Trustmark Insurance Company,Idaho,95700,,,,,,,,,No
3293,United States Fire Insurance Company,Delaware,95705,,,,,,,,,No
3294,Freedom Life Insurance Company of America,Virginia,95737,555.0,,0.0,0.0,,,,,No
3295,Guarantee Trust Life Insurance Co.,Ohio,95741,0.0,,,,,,,,No
3296,"Cariten Health Plan, Inc.",Tennessee,95765,,,,,,,,,No
3297,Trustmark Life Insurance Company,Georgia,95811,,2425.0,,0.0,0.0,,,,No
3298,Central United Life Insurance Company,Wisconsin,95835,,,,,,,,,No
3299,Mutual of Omaha Insurance Company,Arizona,95848,,,,,,,,,No
3300,Independence American Insurance Company,Arizona,95858,9706.0,,,,,,,,No
3301,"Health Plan of Nevada, Inc.",Nevada,95865,189134.0,214966.0,5762413.99,-3030918.47,2093217.06,"$5,762,413.99 ","($3,030,918.47)","$2,092,880.93 ",No
3302,"HPHC Insurance Company, Inc.",Massachusetts,95878,21557.0,144645.0,2225269.0,-73011.84502000001,-3982602.619,"$2,225,269.37 ",N/A_MA_Issuer,N/A_MA_Issuer,No
3303,Thrivent Financial for Lutherans,Kentucky,95903,,,,,,,,,No
3304,Unimerica Insurance Company,Idaho,95924,0.0,0.0,0.0,0.0,0.0,,,,No
3305,Thrivent Financial for Lutherans,Montana,95974,,,,,,,,,No
3306,American National Life Insurance Company of Texas,Pennsylvania,95978,822.0,,0.0,0.0,,,,,No
3307,"Madison National Life Insurance Company, Inc.",Oklahoma,95984,0.0,419.0,,,,,,,No
3308,Wilton Reassurance Company,Wisconsin,96005,114.0,,,,,,,,No
3309,TransAmerica Premier Life Insurance,Montana,96029,,,,,,,,,No
3310,American Income Life Insurance Co,North Carolina,96037,,,,,,,,,No
3311,The United States Life Ins. Co. in the City of New York,Colorado,96126,7397.0,,,,,,,,No
3312,Connecticut General Life Insurance Company,Puerto Rico,96213,0.0,0.0,0.0,0.0,0.0,,,,No
3313,New Era Life Insurance Company,Missouri,96222,6.0,,,,,,,,No
3314,Shelter Life Insurance Company,Indiana,96244,24.0,0.0,0.0,0.0,0.0,,,,No
3315,Companion Life Insurance Company,Delaware,96320,1569.0,,,,,,,,No
3316,Philadelphia American Life Insurance Company,Arizona,96346,38.0,,,,,,,,No
3317,Federated Mutual Insurance Company,Kansas,96352,0.0,20453.0,0.0,0.0,-171528.97,N/E,$-,"($171,528.97)",No
3318,American Alternative Insurance Corporation,Texas,96366,,6031.0,,,,,,,No
3319,Health Republic Insurance Company,Oregon,96383,28898.0,30386.0,,,,"$4,065,274.13 ","$1,765,810.56 ","($3,017,355.70)",Yes
3320,Cox Health Systems Insurance Company,Missouri,96384,101891.0,22942.0,1265068.0,-173675.0,-164283.0,"$1,265,068.01 ","($173,675.23)","($164,283.18)",No
3321,Standard Life and Accident Insurance Company,Nebraska,96402,399.0,,0.0,0.0,,,,,No
3322,Reliance Standard Life Insurance Company,Colorado,96477,,,,,,,,,No
3323,The Guardian Life Insurance Company of America,West Virginia,96480,12.0,,,,,,,,No
3324,PacifiCare Life and Health Insurance Co,Iowa,96496,0.0,0.0,0.0,0.0,0.0,,,,No
3325,American Republic Insurance Company,Pennsylvania,96558,,,,,,,,,No
3326,Companion Life Insurance Company,Mississippi,96568,21024.0,3021.0,,,,,,,No
3327,Wilton Reassurance Company,Indiana,96578,200.0,,,,,,,,No
3328,Medica Insurance Company,South Dakota,96594,0.0,3252.0,,,-23780.09,N/E,$-,"($23,780.09)",No
3329,"Coventry Health Care of Illinois, Inc.",Illinois,96601,111531.0,84585.0,6155110.05,-3262695.3,-1048560.52,"$6,155,110.05 ","($3,262,695.30)","($1,048,560.53)",No
3330,Axis Insurance Company,Illinois,96604,,,,,,,,,No
3331,New York Life Insurance Company,California,96618,84.0,,,,,,,,No
3332,Reserve National Insurance Company,Virginia,96619,,,,,,,,,No
3333,"Harvard Pilgrim Health Care, Inc.",Maine,96667,1320.0,164079.0,41057.0,-72007.0,-814362.0,"$41,057.31 ","($72,007.16)","($814,362.12)",Yes
3334,United Teachers Associates,Connecticut,96669,12.0,,,,,,,,No
3335,New York Life Insurance Company,South Dakota,96725,0.0,,,,,,,,No
3336,Freedom Life Insurance Company of America,Mississippi,96734,21.0,,0.0,48146.0,,$0.00 ,"$48,146.28 ",$-,No
3337,Liberty Mutual Insurance Company,Texas,96737,,,,,,,,,No
3338,"Matthew Thornton Health Plan, Inc.",New Hampshire,96751,389176.0,553020.0,15647565.3,-5300322.0,182178.0,"$15,647,565.30 ","($5,300,321.87)","$182,178.31 ",No
3339,Independence American Insurance Company,Ohio,96779,0.0,,,,,,,,No
3340,"U.S. Behavioral Health Plan, CA",California,96782,0.0,0.0,0.0,0.0,0.0,,,,No
3341,Cigna Health and Life Insurance Company,Alabama,96791,117.0,0.0,0.0,0.0,0.0,,,,No
3342,Federated Mutual Insurance Company,Ohio,96800,1.0,44194.0,0.0,0.0,-264945.16,N/E,$-,"($264,945.16)",No
3343,Standard Life and Accident Insurance Company,Mississippi,96820,60.0,,0.0,0.0,,,,,No
3344,John Alden Life Insurance Company,Virginia,96835,1444.0,1878.0,0.0,0.0,-60268.0,N/E,$-,"($60,268.14)",No
3345,Union Labor Life Insurance Company,Michigan,96861,9.0,,,,,,,,No
3346,Globe Life and Accident Insurance Co,Iowa,96908,,,,,,,,,No
3347,Thrivent Financial for Lutherans,Washington,96912,,,,,,,,,No
3348,All Savers Insurance Company,Nevada,96921,0.0,0.0,0.0,0.0,0.0,,,,No
3349,Aetna Health Inc. (a Pennsylvania corporation),Indiana,96992,61.0,800.0,0.0,0.0,0.0,,,,No
3350,New York Life Insurance Company,Puerto Rico,97031,0.0,,,,,,,,No
3351,Globe Life and Accident Insurance Co,North Carolina,97056,,,,,,,,,No
3352,Wilton Reassurance Company,Louisiana,97096,2850.0,,,,,,,,No
3353,Globe Life and Accident Insurance Co,Missouri,97130,,,,,,,,,No
3354,New York Life Insurance Company,Delaware,97131,12.0,,,,,,,,No
3355,Louisiana Health Service and Indemnity Company,Louisiana,97176,1596020.0,2115029.0,59187419.0,22005546.0,803668.0,"$59,187,419.01 ","$22,005,546.46 ","$803,668.20 ",Yes
3356,Liberty National Life Insurance Co,Maryland,97181,,,,,,,,,No
3357,Reserve National Insurance Company,Louisiana,97218,,,,,,,,,No
3358,All Savers Insurance Company,Wyoming,97266,0.0,0.0,0.0,0.0,0.0,,,,No
3359,John Alden Life Insurance Company,New York,97324,0.0,0.0,0.0,0.0,0.0,,,,No
3360,Independence American Insurance Company,Indiana,97334,0.0,,,,,,,,No
3361,Golden Rule Insurance Company,West Virginia,97356,49201.0,0.0,0.0,0.0,0.0,,,,No
3362,Nippon Life Insurance Company of America,Wisconsin,97399,,,,,,,,,No
3363,UnitedHealthcare Insurance Company,Puerto Rico,97447,0.0,0.0,0.0,0.0,0.0,,,,No
3364,UnitedHealthcare Insurance Company,Utah,97462,1026.0,394224.0,0.0,0.0,1558858.15,N/E,$-,"$1,548,121.19 ",No
3365,The Prudential Insurance Company of America,Maryland,97469,,,,,,,,,No
3366,New Era Life Insurance Company,Tennessee,97506,24.0,,,,,,,,No
3367,The Guardian Life Insurance Company of America,Kentucky,97530,24.0,,,,,,,,No
3368,Wilton Reassurance Company,New Jersey,97540,127.0,,,,,,,,No
3369,Cigna Health and Life Insurance Company,Washington,97549,0.0,0.0,0.0,0.0,0.0,,,,No
3370,"UnitedHealthcare of Mississippi, Inc.",Mississippi,97560,0.0,58427.0,0.0,0.0,48741.1,N/E,$-,"$48,741.10 ",No
3371,Optimum Choice Inc.,Delaware,97569,24.0,767.0,0.0,0.0,-45756.59,N/E,$-,"($45,756.59)",No
3372,Humana Insurance Company,Ohio,97596,45174.0,6861.0,1360718.31,976968.6,-210554.64,"$1,360,718.31 ","$976,968.60 ","($210,554.64)",No
3373,New York Life Insurance Company,Colorado,97604,12.0,,,,,,,,No
3374,Unified Life Insurance Company,Arkansas,97610,0.0,,0.0,0.0,,,,,No
3375,PreferredOne Community Health Plan,Minnesota,97624,,104384.0,,,637606.0,N/E,$-,"$637,606.26 ",Yes
3376,New York Life Insurance Company,Pennsylvania,97645,36.0,,,,,,,,No
3377,Time Insurance Company,New Mexico,97646,3770.0,0.0,205000.0,219541.0,0.0,"$205,000.00 ","$219,541.22 ",$-,No
3378,"Cigna HealthCare of Arizona, Inc.",Arizona,97667,4718.0,1584.0,0.0,0.0,-35104.0,,,,No
3379,Standard Security Life Insurance Company of New York,Texas,97679,1174.0,882.0,,,-207.52,N/E,$-,($207.52),No
3380,Thrivent Financial for Lutherans,Virginia,97682,,,,,,,,,No
3381,Pekin Life Insurance Company,Arkansas,97696,,,,,,,,,No
3382,Aetna Life Insurance Company,Mississippi,97781,737.0,1571.0,0.0,0.0,0.0,,,,No
