,Unnamed: 0_x,CompanyName:_x,BusinessintheStateof:_x,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:_x,MEMBER_MONTHS_SMALL_GROUP_x,EXPECTED_REINSURANCE_x,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_x,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_x,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_x,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_x",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_x,Not-For-Profit:_x,Premium_x,Loss1_x,Loss2_x,Loss3_x,Loss4_x,TotalProfitPMM,CompanyName:_y,BusinessintheStateof:_y,MEMBER_MONTHS_INDIVIDUAL:_y,MEMBER_MONTHS_SMALL_GROUP_y,EXPECTED_REINSURANCE_y,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_y,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_y,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_y,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_y",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_y,Not-For-Profit:_y,Premium_y,Loss1_y,Loss2_y,Loss3_y,Loss4_y,DifferenceInIRAPMM
1639,1905,PacificSource Health Plans,Idaho,60597,92174,72031,2266285,663249.2,-278976,"$2,266,284.66 ","$663,249.20 ","($228,325.54)",Yes,23783108.2,19724797.9,1813207,57906,,23.72900493,PacificSource Health Plans,Idaho,34541,21577,807059.42,600458.28,-80877.14,"$807,479.44 ","$600,458.28 ","($80,877.14)",Yes,8547574.7,8342078.867,879591,43781,,-10.18830734
1631,1896,Time Insurance Company,Tennessee,60299,87553,0,3193779,191793,0,"$3,193,778.58 ","$191,793.01 ",,No,27607187,24601539,2947185,214673,-224,-1.781617991,Time Insurance Company,Tennessee,59553,0,2194703,746097,0,"$2,195,845.50 ","$746,097.06 ",,No,24847364,20491491,4013307,497402,-382,-10.3376926
2369,2747,UnitedHealthcare Insurance Company,Arizona,82011,10904,486523,0,-10561.15,2975655.18,,,"$2,961,325.69 ",No,5025773.95,4047839,858400.84,39102.36,321.56,7.346862619,UnitedHealthcare Insurance Company,Arizona,7959,455517,0,81312.32,4888845.01,,,"$4,970,157.33 ",No,3607781.06,2392772.56,707588.56,61044.4,30.46,-11.18495646
263,303,"Anthem Insurance Companies, Inc.",Indiana,17575,1656793,2119317,63611127.94,-35299048,6066803.04,"$63,611,127.93 ","($35,299,047.70)","$5,862,596.41 ",No,619068691.7,473768725.8,67852008.45,6535261.123,0,42.80118055,"Anthem Insurance Companies, Inc.",Indiana,1348881,1731779,57438446.51,-13429318.84,7055751.04,"$57,453,698.83 ","($13,429,318.84)","$6,782,799.40 ",No,581160726.5,494138475.3,98061432.93,8966549.52,0,-11.3497518
742,860,Healthy Alliance Life Insurance Company,Missouri,32753,1207878,1313809,31718277.29,-5335441,-3154910,"$31,718,277.28 ","($5,335,441.08)","($3,154,909.68)",No,371503295.6,306199466.2,61141023.89,5725121.805,0,-1.29343882,Healthy Alliance Life Insurance Company,Missouri,1037701,1093732,19464185.02,7298221.08,5340341.52,"$19,470,609.22 ","$7,298,221.08 ","$5,340,341.52 ",No,361722891.5,277405688.6,66239031.67,7760125.87,0,-11.45026931
2542,2937,Superior Health Plan,Texas,87226,14103,,280267.01,-933830.98,,"$280,267.01 ","($933,830.98)",,No,3562838.985,2962415.366,741716.76,15074.18,0,-11.08752187,Superior Health Plan,Texas,102284,,1216016.27,-5580967.25,,"$1,216,649.13 ","($5,580,967.25)",,No,24377716.75,23280657.02,4108094.345,226927.82,,-11.65161576
1825,2131,United Healthcare Life Insurance Company,Louisiana,66593,608,0,0,0,0,,,,No,297542.71,140969.77,31527.9,4908.83,0,197.5924507,United Healthcare Life Insurance Company,Louisiana,15331,0,225754.6,183391.29,0,"$225,872.10 ","$198,496.43 ",,No,5517085.44,4578883.32,841138.32,194097.85,0,-11.96212184
2986,3460,Medical Health Insuring Corporation of Ohio,Ohio,99969,370847,11141,45396359.92,9233566.61,-614504.61,"$45,396,359.92 ","$9,233,566.61 ","($614,504.61)",No,206412611.5,189452476.1,35310006,2815137.39,,-57.07207552,Medical Health Insuring Corporation of Ohio,Ohio,578453,8726,39134653.11,21390181.45,98427.31,"$39,155,019.99 ","$21,390,181.45 ","$98,427.31 ",No,295153718.3,277168184.5,62379044,7443843.84,0,-12.07966526
2645,3051,"Kaiser Foundation Health Plan of Georgia, Inc.",Georgia,89942,292357,265388,7879843,-745461,-2820212,"$7,879,843.09 ","($745,460.89)","($2,820,212.21)",Yes,91774264,85526652,11651496,250903,0,-19.34206125,"Kaiser Foundation Health Plan of Georgia, Inc.",Georgia,263617,242609,8688372,2627520,-752374,"$8,692,894.13 ","$2,627,520.08 ","($2,393,268.87)",Yes,98305814,98734595,12844003,244983,0,-12.51701844
496,579,Time Insurance Company,Montana,24867,109492,7790,3474683,617239,-32756,"$3,474,683.03 ","$617,238.69 ","($32,953.83)",No,30781407,26212712,1513364,172211,-10854,26.43091733,Time Insurance Company,Montana,67694,5008,2892619,1231201,-309928,"$2,894,124.53 ","$1,231,200.88 ","($309,927.67)",No,26361097,24865264,2113387,356790,-4320,-12.5504442
1724,2005,Humana Insurance Company,Texas,63141,1152876,409270,21797558.59,5252230.85,-1055927.97,"$21,797,558.59 ","$5,252,230.85 ","($1,055,927.97)",No,257397809,235618617.3,25751698.07,2327850.86,8596,-5.472360627,Humana Insurance Company,Texas,960435,291529,22949252.24,16542107.09,-1192747.03,"$22,961,195.74 ","$16,542,107.09 ","($1,192,747.03)",No,269632904.5,262184110.3,42327569.41,4930233.65,,-12.66779324
2342,2713,UnitedHealthcare Insurance Company,Arkansas,81392,1964,219225,0,-8050.47,395643.02,,,"$387,592.55 ",No,859320.46,548758.92,112698.95,3007.77,24.15,99.20095214,UnitedHealthcare Insurance Company,Arkansas,1564,194778,0,13434.88,-4374.93,,,"$9,059.95 ",No,667481.95,501682,85687.89,12115.37,7.7,-12.68909404
684,792,Humana Insurance Company,Missouri,30613,36575,163714,2155537.32,-545487.55,1697620.38,"$2,155,537.32 ","($545,487.55)","$1,697,620.38 ",No,10356020.97,9764057.32,1027159.72,70963.28,190,-13.84413807,Humana Insurance Company,Missouri,85368,182866,4907965.39,-188325.95,-3938829.87,"$4,910,519.65 ","($188,325.95)","($3,938,829.87)",No,31107967.78,32700323.22,5535604.65,746964.86,84.55,-12.70817021
1138,1322,Time Insurance Company,Utah,44526,17950,0,169562,105136,0,"$169,562.38 ","$105,136.13 ",,No,3620416,3013031,183225,22273,0,22.38924791,Time Insurance Company,Utah,11169,0,157725,210675,0,"$157,807.06 ","$214,883.20 ",,No,2840701,2326739,210862,40895,-52,-13.00531772
1874,2187,Time Insurance Company,Illinois,67807,195256,15244,6649599,4193477,20403,"$6,649,598.67 ","$4,193,476.50 ","$20,402.52 ",No,65448997,53969345,5512361,411093,-39,28.45616524,Time Insurance Company,Illinois,117846,9287,3749171,4064523,-25546,"$3,751,122.34 ","$5,250,022.24 ","($25,545.56)",No,46849355,37441924,5379372,703037,-1190,-13.01330765
1442,1677,"UnitedHealthcare of New York, Inc.",New York,54235,62352,0,9905407.04,4790993.01,0,"$9,905,407.05 ","$4,787,190.35 ",,No,52518707.73,41822158.1,13729604.07,1489937.03,1521591.46,-96.94288764,"UnitedHealthcare of New York, Inc.",New York,102501,0,7504537.15,9239034.14,0,"$7,508,442.74 ","$10,564,737.15 ",,No,71801303.68,62996690.7,22392215.1,3230802.21,2090150.94,-13.2981989
2493,2883,UnitedHealthcare Insurance Company,Oklahoma,85757,5172,266759,0,-282.49,-2256609.64,,,"($2,256,892.13)",No,2393993.11,1675496.72,490295.72,33081.81,21.99,37.72174594,UnitedHealthcare Insurance Company,Oklahoma,4882,236945,0,65011.03,-209170.97,,,"($144,362.05)",No,2181240.81,1474239.28,367355.8,61012.65,5.81,-13.37109391
525,613,UnitedHealthcare Insurance Company,Virginia,25978,2971,384873,0,-4861.68,-1678605.03,,,"($1,683,466.68)",No,1510379,1064726.15,162490.64,17329.41,52.97,89.4580377,UnitedHealthcare Insurance Company,Virginia,2701,336520,0,32841.02,-7611750.64,,,"($7,578,909.62)",No,1433084.27,996189.3,319480.27,28787.78,5.33,-13.79521579
2045,2383,"Evergreen Health Cooperative, Inc.",Maryland,72564,4194,30240,311875,-360466,-2391588.16,"$311,875.67 ","($360,466.32)",,Yes,1676715,2251799.65,,,236894,-193.6048283,"Evergreen Health Cooperative, Inc.",Maryland,47868,192165,725536,-3443885,-20769949,"$725,913.47 ","($3,443,885.20)","($20,766,948.84)",Yes,11924806,15460626,3335637,-46261,,-14.00256682
2881,3338,"Matthew Thornton Health Plan, Inc.",New Hampshire,96751,389176,553020,15647565.3,-5300322,182178,"$15,647,565.30 ","($5,300,321.87)","$182,178.31 ",No,154533968.3,110413843.2,17883952.83,1221632.693,0,64.27564798,"Matthew Thornton Health Plan, Inc.",New Hampshire,359424,436267,8346793.28,156537.94,1480182.4,"$8,351,137.21 ","$156,537.94 ","$1,480,182.40 ",No,122902984.4,90778872.65,22493485.04,2190937.91,0,-14.05486891
289,334,"Blue Cross and Blue Shield of Kansas, Inc.",Kansas,18558,650169,1305258,25958566,7698173,1056775,"$25,958,565.69 ","$7,698,173.07 ","$1,056,774.58 ",Yes,252054302,235999821,29546433,3246263,,-25.74440645,"Blue Cross and Blue Shield of Kansas, Inc.",Kansas,692644,1169721,22059547,17980150,1209309,"$22,071,027.01 ","$17,980,150.06 ","$1,209,308.94 ",Yes,260173266,284277498,50754441,7210219,,-14.118453
194,219,"Humana Health Plan, Inc.",Kentucky,15411,301919,547482,7877805.71,1152387.48,-1929958.7,"$7,877,805.71 ","$1,152,387.48 ","($1,929,958.70)",No,74222890.32,64919042.08,7350752.92,478062.23,1221,4.881481755,"Humana Health Plan, Inc.",Kentucky,189064,624026,6817802.85,3404519.29,-1964729.71,"$6,821,351.04 ","$3,404,519.29 ","($1,964,729.71)",No,62179410.63,55892517.14,10127871.89,1157143.79,778.41,-14.19035558
621,718,Freedom Life Insurance Company of America,Colorado,28700,15128,,0,0,,,,,No,2712733,2533815,477.8504741,0,0,11.79535626,Freedom Life Insurance Company of America,Colorado,4469,,49032.11,64518.43,,"$49,057.63 ","$98,569.13 ",,No,1134207.54,2636489,0,0,0,-14.43688297
1455,1693,Freedom Life Insurance Company of America,Kansas,54822,1062,,0,-230,,$0.00 ,($230.08),,No,194868,302598,0,0,0,-101.440678,Freedom Life Insurance Company of America,Kansas,857,,0,12212.08,,$0.00 ,"$12,212.08 ",,No,187431.08,148699,0,0,0,-14.46637414
2932,3397,Blue Care Network,Michigan,98185,1191387,944667,54508071,-47134095.64,-5484016.17,"$54,508,071.26 ","($47,134,095.64)","($5,484,016.17)",Yes,362965018.4,341579271,38896945,2813333,0,-17.05955378,Blue Care Network,Michigan,1596397,859012,46806689.64,-40004463.16,1981424.91,"$46,831,049.28 ","($40,004,463.16)","$2,178,690.19 ",Yes,525199998.9,452587896.8,76940050.61,7915267.828,0,-14.50315225
147,164,Time Insurance Company,Missouri,14026,186785,16203,5677768,2064658,-12141,"$5,677,768.05 ","$2,064,658.36 ","($12,141.44)",No,52980537,44326434,5119295,370306,-1035,16.94749043,Time Insurance Company,Missouri,134182,10270,3136726,3559222,-166225,"$3,138,358.14 ","$3,559,221.84 ","($166,224.74)",No,44627089,39018665,4368069,708724,-1304,-15.47167064
1544,1796,UnitedHealthcare Insurance Company,South Carolina,57860,2797,86417,0,0,359514.79,,,"$359,514.77 ",No,1549433.2,1348914.69,402416.3,16002.39,42.18,-77.9200429,UnitedHealthcare Insurance Company,South Carolina,2064,66954,0,31940.35,440909.95,,,"$472,850.30 ",No,1102908.46,846268.33,397751.56,19975.45,7.09,-15.47497578
2439,2821,County of Santa Clara,California,84014,15120,148,440556,-318460,,"$440,556.13 ","($318,460.38)",,Yes,7110437,6495642,291726,,,21.36699735,County of Santa Clara,California,22876,138,505056,-115235,,"$505,318.49 ","($115,235.31)",,Yes,10197416,8941213,1002222,,,-16.0247939
1028,1198,United Healthcare Life Insurance Company,Kansas,41446,21908,0,0,0,0,,,,No,6346179.19,5596313.97,410094.68,43880.9,584.78,13.47931623,United Healthcare Life Insurance Company,Kansas,19843,0,269104.27,325366.78,0,"$269,244.33 ","$325,366.78 ",,No,7191516.59,7867083.1,1142777.59,155331,0,-16.39705589
699,813,Sanford Health Plan,South Dakota,31195,62624,24326,2844814.58,-802074.46,26954.59,"$2,844,814.58 ","($802,074.46)","$26,954.59 ",Yes,21520343.12,21757491.62,2525304,135378,,-46.27348141,Sanford Health Plan,South Dakota,53788,30143,1911821.64,201919.38,225580,"$1,912,816.62 ","$201,919.38 ","$225,580.45 ",Yes,15567096.02,22994377,3519951.94,307856,0,-16.56176637
2849,3301,"Health Plan of Nevada, Inc.",Nevada,95865,189134,214966,5762413.99,-3030918.47,2093217.06,"$5,762,413.99 ","($3,030,918.47)","$2,092,880.93 ",No,65690365.78,54264833.96,9347619.88,1360988.97,0,3.790555744,"Health Plan of Nevada, Inc.",Nevada,357716,201550,8218094.63,230274.9,-166538.16,"$8,222,371.58 ","$230,274.90 ","($166,538.16)",No,126129338.7,102375682.3,18401131.67,3870521.5,0,-16.6689805
1234,1436,Freedom Life Insurance Company of America,Wyoming,47823,1665,,0,-913,,$0.00 ,($913.16),,No,436686,570993,604.567727,0,0,-81.0279686,Freedom Life Insurance Company of America,Wyoming,1150,,89760.56,18632.31,,"$89,807.28 ","$18,632.31 ",,No,411539.87,772120,0,0,0,-16.75035704
967,1120,"Moda Health Plan, Inc.",Oregon,39424,1185822,158096,110546514,-31157398,-4604925,"$110,546,514.06 ","($31,157,398.15)","($4,604,925.33)",No,540922800,470752445,46556351,764024,,19.26931698,"Moda Health Plan, Inc.",Oregon,1155876,210844,62735361,-10916304,-1070895,"$62,768,010.24 ","($10,916,304.04)","($1,070,895.13)",No,495106832.3,485000522,66604773,2851628,,-16.83075412
642,744,Community Insurance Company,Ohio,29276,1263641,3825043,29350337.76,4108228,7243844,"$29,350,337.77 ","$4,108,227.93 ","$7,243,843.64 ",No,403716320.3,304745986.1,45716582.88,4797129.314,0,38.34682636,Community Insurance Company,Ohio,941870,3304314,18997897.59,19027175.55,14407578.76,"$19,003,555.17 ","$19,027,175.55 ","$14,407,578.76 ",No,345388888.4,251590989.9,49524575.55,5695694.84,0,-16.9503843
2793,3228,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Kansas,94248,332440,167621,11523299.72,8092802.17,1450193.47,"$11,523,299.72 ","$8,092,802.17 ","$1,450,193.47 ",Yes,100450190.1,87930153.72,22655228.75,1134044.584,0,-33.898559,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Kansas,309590,114221,10232138.1,12904886.1,827921.82,"$10,237,463.22 ","$12,904,886.10 ","$827,921.82 ",Yes,109852651.3,103606226.8,27610318.19,1784266.391,0,-17.34014753
282,327,Hawaii Medical Service Association,Hawaii,18350,207688,1093845,13001803,6650637,3044739,"$13,001,803.35 ","$10,430,372.28 ","$5,740,424.58 ",Yes,78383266,70996892,7906155,934352,,-7.001526328,Hawaii Medical Service Association,Hawaii,308670,736432,16190299,15467101,6898728.57,"$16,197,585.19 ","$15,467,100.50 ","$7,322,488.29 ",Yes,122986933,125172066,15306063,2410176,,-18.08660764
200,227,Blue Cross Blue Shield of Michigan Mutual Insurance Company,Michigan,15560,2056894,2504910,104173592.8,67492960,13529304.35,"$104,173,592.81 ","$67,492,960.02 ","$13,529,304.35 ",Yes,789385339.2,647127004.9,188488791,4350828.192,0,-24.59109944,Blue Cross Blue Shield of Michigan Mutual Insurance Company,Michigan,1553522,2089156,79260623.26,79246388.6,10801181.83,"$79,301,872.92 ","$84,043,000.54 ","$11,876,518.15 ",Yes,786365319.6,680168155.8,122686185,10114687.89,0,-18.19774539
1827,2133,United Healthcare Life Insurance Company,Virginia,66663,8062,0,726662.22,428044.46,0,"$726,662.22 ","$428,044.47 ",,No,4068267.76,4495865.09,757076.54,121575.12,0,-162.0254267,United Healthcare Life Insurance Company,Virginia,37231,0,2602983.26,2658704.33,0,"$2,604,337.93 ","$2,658,704.33 ",,No,20046675.91,18449770.37,4484836.02,671638.63,0,-18.31695892
1349,1569,"Preferred Medical Plan, Inc.",Florida,51398,944021,939,19151684,-97122696,0,"$19,151,683.89 ","($97,122,695.74)",,No,239901154.7,213208157.6,8422811,180014.16,0,19.16289144,"Preferred Medical Plan, Inc.",Florida,741265,2447,11384480,-62496825,0,"$11,390,404.66 ","($62,496,825.44)",,No,197234364,203700851,0,0,0,-18.57088057
1867,2180,Alliance Health and Life Insurance Company,Michigan,67577,113796,131419,2529565,1895579,-181100,"$2,529,564.79 ","$1,895,578.59 ","($181,245.97)",Yes,30716821,24127739,3153103,115307,,29.18092024,Alliance Health and Life Insurance Company,Michigan,118357,166084,2908060,4207213,-282556,"$2,909,573.77 ","$4,463,306.20 ","($282,556.40)",Yes,40471829,35364842,5148470,273307,,-18.88910884
2951,3421,"CommunityCare HMO, Inc.",Oklahoma,98905,17942,141504,424071.17,823116.3,-1245374.77,"$424,071.17 ","$823,116.30 ","($1,245,374.77)",No,5349114.47,4445552,1258658,37974.8,,-21.90783246,"CommunityCare HMO, Inc.",Oklahoma,27269,154716,918969,1778574,-1588682,"$919,447.27 ","$1,755,937.92 ","($1,588,829.22)",No,10447423,9761451,4154879,376266,,-19.34678621
2525,2917,"Anthem Health Plans, Inc.",Connecticut,86545,709141,882121,53879332.07,13893512,1456631,"$53,879,332.07 ","$13,893,512.78 ","$1,456,630.51 ",No,352361663.1,270068513.8,40269647.11,3193693.883,0,54.75611805,"Anthem Health Plans, Inc.",Connecticut,654579,464639,37785526.05,25538509.66,25341838.53,"$37,802,725.10 ","$25,538,509.66 ","$25,341,838.53 ",No,344171930.7,281199270.2,58915904.62,5455125.18,0,-19.42313765
969,1122,United Healthcare Life Insurance Company,South Carolina,39481,25194,0,1693040.39,-774807.83,0,"$1,693,040.39 ","($774,807.83)",,No,10256835.91,9333526.57,1041764.68,212088.12,0.11,-13.11993213,United Healthcare Life Insurance Company,South Carolina,36813,0,2086356.42,-414394.03,0,"$2,087,442.23 ","($414,394.03)",,No,16196547.04,16070654.17,2846672.4,583403.78,0,-19.49693399
1173,1361,Peach State Health Plan,Georgia,45495,45349,,752278.28,-3689629.38,,"$752,278.28 ","($3,689,629.38)",,No,11153251.36,9247521.498,2230574.24,43471.55,0,-8.121809257,Peach State Health Plan,Georgia,223797,,2157601.74,-13768906.67,,"$2,158,724.63 ","($13,768,906.67)",,No,55277384,43566063.28,10621929.05,343123.2313,,-19.8366765
2767,3195,"Humana Employers Health Plan of Georgia, Inc.",Georgia,93332,2871577,1208242,194926953.8,64808.72,-6158.42,"$194,926,953.76 ","$64,808.72 ","($6,158.42)",No,1095215268,1037291728,122049876.8,5139428,21014,-24.12847672,"Humana Employers Health Plan of Georgia, Inc.",Georgia,3442073,1307376,213455181.3,68541368.02,-3209903.85,"$213,566,269.89 ","$68,541,368.02 ","($2,579,052.10)",No,1439684439,1574761849,240895455.3,22678084.21,15991.4,-19.89024746
1888,2203,Humana Insurance Company,Illinois,68303,337863,590776,8206407.61,8268175.79,4255065.52,"$8,206,407.61 ","$8,268,175.79 ","$4,255,065.52 ",No,102749040.8,84036077.38,11334534.29,679159.38,2748,19.82022817,Humana Insurance Company,Illinois,86198,397474,3776222.99,3845784.08,1343082.51,"$3,778,188.26 ","$4,859,821.84 ","$1,632,766.92 ",No,38421909.8,25580582.55,7265465.37,692005.6,1399.39,-20.143722
2343,2714,Network Health Plan,Wisconsin,81413,18001,171588,0,0,0,$0.00 ,"$17,211.06 ","($5,824.29)",No,2841173,1918512.432,26956,46873,0,47.15468963,Network Health Plan,Wisconsin,14440,129581,24512.86,294393.41,-54664,"$24,525.62 ","$294,393.41 ","($54,663.83)",No,2708110.27,1580270,54591,288624,0,-20.38735526
2761,3188,New Mexico Health Connections,New Mexico,93091,72246,22648,3178238,-4834622,-1832176,"$3,178,238.43 ","($4,834,621.72)","($1,832,176.28)",Yes,24240961,20102873,3819465,91495,,3.14381419,New Mexico Health Connections,New Mexico,237567,107378,5518706,-11035028,-3534468,"$5,515,873.35 ","($11,035,028.09)","($3,534,467.65)",Yes,57613532,64799269,14012544,1029559,,-20.46871629
739,857,"Humana Health Plan of Texas, Inc. ",Texas,32673,870873,1528757,53329111.45,-38610710.6,-1682294.43,"$53,329,111.45 ","($38,610,710.60)","($1,682,294.43)",No,315544213.5,305803472.2,35455789.88,1678318.98,11140940,-44.24790705,"Humana Health Plan of Texas, Inc. ",Texas,1147557,1418824,51268519.33,-26986914.17,-2173306.64,"$51,295,201.04 ","($26,986,914.17)","($2,173,306.64)",No,359686172.7,396706517,63899524.6,8186480.13,13831.84,-20.81879877
2144,2490,"Health Care Service Corporation, a Mutual Legal Reserve Company",New Mexico,75605,473250,300717,17466809.75,6372185.42,1549534.92,"$17,360,787.26 ","$6,258,751.86 ","$1,212,948.58 ",Yes,162154002.8,160136586.3,25993313,2424050,147522,-56.09607713,"Health Care Service Corporation, a Mutual Legal Reserve Company",New Mexico,402278,245781,25468167,14139955.41,3423752.62,"$25,478,424.19 ","$14,139,955.41 ","$4,123,735.82 ",Yes,175393075.4,184280106.4,39491484,5055122.62,0,-21.68497681
1169,1357,United Healthcare Life Insurance Company,Pennsylvania,45404,27177,0,1124049.95,798351.41,0,"$1,124,049.95 ","$798,351.41 ",,No,8379133.58,9246442.03,339898.99,57771.74,10717.1,-46.94029069,United Healthcare Life Insurance Company,Pennsylvania,33447,0,1101471.44,1720000.53,0,"$1,102,044.68 ","$1,720,000.53 ",,No,12866613.49,15860896.66,1588611.89,260659.81,45.97,-22.04866304
1652,1921,UnitedHealthcare Insurance Company,Delaware,61021,486,2524,0,0,320100.98,,,"$320,100.97 ",No,244000.03,142067.59,164986.17,6039.29,10.28,-142.1878601,UnitedHealthcare Insurance Company,Delaware,358,3046,0,7906.43,59552.4,,,"$67,458.83 ",No,150211.69,59814.41,221826.4,15264.09,1.79,-22.085
371,429,Humana Insurance Company,Nevada,20895,30780,51544,2142999.48,1873080.72,-358637.74,"$2,142,999.48 ","$1,873,080.72 ","($358,637.74)",No,11387750.37,12724866.64,1101601.6,83573.95,317,-81.95610201,Humana Insurance Company,Nevada,17260,31901,2036876.71,1431529.89,-1141023.21,"$2,037,936.77 ","$1,431,529.89 ","($1,141,023.21)",No,9407464.65,13692385.66,5439388.06,131036.17,247.58,-22.08533477
1176,1365,"CareFirst of Maryland, Inc.",Maryland,45532,844338,74785,21694659.41,9718734.15,3316016.84,"$21,694,659.41 ","$9,718,734.15 ","$3,249,730.99 ",Yes,252177283.4,218132668.9,34485748.4,2990333.965,0,-4.064092656,"CareFirst of Maryland, Inc.",Maryland,670981,51225,23348941.57,22545287.09,7207643.02,"$23,361,093.08 ","$22,545,287.16 ","$7,207,643.04 ",Yes,259995050.4,226180077.9,40929133.39,8268877.8,10508838.18,-22.09000689
2282,2647,Coventry Health & Life Insurance Company,Nebraska,79636,53498,82769,0,58981.48,-51592.74,$0.00 ,"$58,981.49 ","($51,592.75)",No,7826756.48,6639457.5,533284.12,37412.44,0,11.52570975,Coventry Health & Life Insurance Company,Nebraska,1265,39502,0,29482.04,-4014.32,$0.00 ,"$48,490.02 ","($4,014.32)",No,107425.43,74911.12,8757.4,537.46,0,-22.20346169
