Company Name,State,HIOS ID,MM Individual,MM Small Group,Expected Reinsurance,Expected Risk Adjustment Individual,Expected Risk Adjustment Small Group,Actual Reinsurance,Actual Risk Adjustment Individual,Actual Risk Adjustment Small Group,Nonprofit,Expected Reinsurance Per Member Month,Actual Reinsuance Per Member Month Individual,Expected Risk Adjustment Per Member Month Individual,Actual Risk Adjustment Per Member Month Individual,Expected Risk Adjustment Per Member Month Small Group,Actual Risk Adjustment Per Member Month Small Group,Difference in Reinsurance Per Member Month,Difference in Risk Adjustment Individual Per Member Month,Difference in Risk Adjustment Small Group Per Member Month
Globe Life and Accident Insurance Co,Utah,55561,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,California,55563,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reliance Standard Life Insurance Company,West Virginia,55565,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Madison National Life Insurance Company, Inc.",California,55599,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Indiana,55720,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company,North Carolina,55731,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Maine,55862,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Washington,55895,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Illinois Mutual Life Insurance Company,Georgia,56020,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Massachusetts,56122,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Connecticut,56139,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unified Life Insurance Company,Colorado,56207,0,,0,0,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,New Hampshire,56258,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Labor Life Insurance Company,Minnesota,56361,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Kansas,56374,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company,Ohio,56456,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,Minnesota,56473,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,South Dakota,56522,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Kentucky,56552,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Life and Accident Insurance Company,Ohio,56561,448,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Reserve National Insurance Company,Missouri,56617,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Virginia,56644,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The United States Life Ins. Co. in the City of New York,Virginia,56645,13738,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
American Family Insurance Company,Ohio,56652,0,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Nevada,56733,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty National Life Insurance Co,South Carolina,56753,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Humana Medical Plan of Utah, Inc.",Utah,56764,150566,,2400338,-12348266,,"$2,401,586.97 ","($12,348,265.88)",$-,No,15.94209848,15.95039365,-82.01231354,-82.01231274,#DIV/0!,#VALUE!,0.008295166,7.96993E-07,#VALUE!
Trustmark Insurance Company,Tennessee,56818,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Missouri,56900,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Montana,56961,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unified Life Insurance Company,Wisconsin,57002,0,,0,0,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Virginia,57035,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
US Health and Life Insurance Company,Texas,57125,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Affinity Health Plan, Inc.",New York,57165,190900,,,-24567669,,"$2,549,532.70 ","($24,567,668.78)",$-,Yes,0,13.35533106,-128.6939183,-128.6939171,#DIV/0!,#VALUE!,13.35533106,1.15244E-06,#VALUE!
United Teachers Associates,New Mexico,57318,0,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,New Mexico,57365,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American National Insurance Company,South Carolina,57380,38,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
TransAmerica Premier Life Insurance,Alabama,57417,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Louisiana,57422,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Life and Accident Insurance Company,West Virginia,57573,414,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
American National Insurance Company,Arizona,57624,24,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
American Family Mutual Insurance Company,Wisconsin,57721,112,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Union Labor Life Insurance Company,District of Columbia,57837,0,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Medica Health Plans of Wisconsin,Wisconsin,57845,76759,,5112090.38,-2183267.46,,"$5,114,750.87 ","($2,183,267.46)",$-,Yes,66.5992311,66.6338914,-28.44314621,-28.44314621,#DIV/0!,#VALUE!,0.0346603,0,#VALUE!
American National Insurance Company,Connecticut,57868,22,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Philadelphia American Life Insurance Company,Maryland,57872,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Alabama,57898,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,North Dakota,57906,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Celtic Insurance Company,Utah,57916,0,,0,0,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American National Life Insurance Company of Texas,Georgia,57989,2042,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
"Humana Health Plan, Inc.",Alabama,58003,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Illinois,58021,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Vermont,58082,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Companion Life Insurance Company of NY,New York,58084,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American States Insurance Company,Georgia,58135,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Illinois,58374,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,North Carolina,58398,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Arkansas,58440,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The United States Life Ins. Co. in the City of New York,New Jersey,58445,67582,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Unified Life Insurance Company,Arizona,58493,0,,0,0,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,Nevada,58559,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Meridian Health Plan of Michigan, Inc.",Michigan,58594,288,,0,42778.9,,$0.00 ,"$45,009.16 ",$-,No,0,0,148.5378472,156.2818056,#DIV/0!,#VALUE!,0,7.743958333,#VALUE!
Thrivent Financial for Lutherans,Idaho,58606,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United States Branch of the Sun Life Assurance Company of Canada,Illinois,58643,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The United States Life Ins. Co. in the City of New York,Vermont,58647,1415,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Companion Life Insurance Company,Alaska,58670,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Oklahoma,58780,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Massachusetts,58790,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Georgia,58826,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mutual of Omaha Insurance Company,Pennsylvania,58929,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Teachers Associates,Florida,58949,294,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Union Labor Life Insurance Company,Georgia,58966,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,Connecticut,58982,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Freedom Life Insurance Company of America,Indiana,58999,161,,0,0,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Transamerica Life Insurance Company,Hawaii,59128,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Montana,59170,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Wilton Reassurance Company,New York,59232,86,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Thrivent Financial for Lutherans,North Dakota,59321,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Texas,59454,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Kentucky,59500,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty National Life Insurance Co,Louisiana,59512,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,Oregon,59578,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,New York,59625,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The United States Life Ins. Co. in the City of New York,Maryland,59639,13801,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Philadelphia American Life Insurance Company,Oklahoma,59642,49,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Educators Mutual Insurance Association,Utah,59682,,,,,,,,,Yes,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty Mutual Insurance Company,Minnesota,59727,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,South Carolina,59745,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
BridgeSpan Health Company,Idaho,59765,11749,,723972,-37956,,"$724,349.19 ","($37,955.58)",$-,No,61.61988254,61.65198655,-3.230572815,-3.230537067,#DIV/0!,#VALUE!,0.032104009,3.57477E-05,#VALUE!
United Teachers Associates,West Virginia,59788,0,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American General Life Insurance Company,Wisconsin,59810,0,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reliance Standard Life Insurance Company,Illinois,59928,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Colorado,59970,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Celtic Insurance Company,South Carolina,60067,36,,0,-15341.23,,$0.00 ,"($15,341.23)",$-,No,0,0,-426.1452778,-426.1452778,#DIV/0!,#VALUE!,0,0,#VALUE!
Reliance Standard Life Insurance Company,Minnesota,60190,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company,Alaska,60200,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Life and Accident Insurance Company,Wyoming,60250,0,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Alaska,60269,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Illinois Mutual Life Insurance Company,Missouri,60296,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Idaho,60303,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Alaska,60467,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Life and Accident Insurance Company,Kentucky,60525,15,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
American Heritage Life Insurance Company,Wisconsin,60562,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,New York,60589,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The United States Life Ins. Co. in the City of New York,Rhode Island,60647,2290,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Standard Security Life Insurance Company of New York,Louisiana,60737,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Oregon,60752,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Maine,60757,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Washington National Insurance Company,Massachusetts,60767,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Kaiser Permanente Insurance Company,Kansas,60861,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American National Life Insurance Company of Texas,Colorado,61123,1387,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Reserve National Insurance Company,Arkansas,61124,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Kentucky,61160,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National Foundation Life Insurance Company,New Mexico,61170,48,,0,0,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Central United Life Insurance Company,Kentucky,61191,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Life and Accident Insurance Company,Delaware,61272,2,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Freedom Life Insurance Company of America,Arkansas,61273,740,,0,-5029.01,,$0.00 ,"($5,029.01)",$-,No,0,0,-6.795959459,-6.795959459,#DIV/0!,#VALUE!,0,0,#VALUE!
The United States Life Ins. Co. in the City of New York,Nebraska,61289,1867,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
American National Insurance Company,Colorado,61376,419,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Kanawha Insurance Company ,Florida,61403,2066,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Kanawha Insurance Company ,Wyoming,61420,45,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
New Era Life Insurance Company,Mississippi,61479,1000,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Wilton Reassurance Company,Kansas,61559,171,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Kanawha Insurance Company ,Wisconsin,61670,180,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
American Heritage Life Insurance Company,Arizona,61695,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Guardian Life Insurance Company of America,Kansas,61779,24,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Coordinated Care Corporation Indiana,Washington,61836,335837,,4031648.63,-34636348.44,,"$4,033,746.83 ","($34,636,348.44)",$-,No,12.004778,12.01102568,-103.1344028,-103.1344028,#DIV/0!,#VALUE!,0.006247674,0,#VALUE!
American Heritage Life Insurance Company,Virginia,61899,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The United States Life Ins. Co. in the City of New York,Montana,61965,1087,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Unified Life Insurance Company,Maryland,61971,60,,0,0,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
"MDwise Marketplace, Inc.",Indiana,62033,211299,,10300258,17928175,,"$10,305,618.57 ","$17,928,174.59 ",$-,Yes,48.74731068,48.77268028,84.84742001,84.84741807,#DIV/0!,#VALUE!,0.025369595,-1.94038E-06,#VALUE!
AMERICAN FIDELITY ASSURANCE COMPANY,Kentucky,62049,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Labor Life Insurance Company,Maine,62133,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Celtic Insurance Company,Arkansas,62141,511698,,8194603.78,-10893205.76,,"$8,196,167.49 ","($10,893,205.76)",$-,No,16.01453158,16.0175875,-21.2883493,-21.2883493,#DIV/0!,#VALUE!,0.003055924,0,#VALUE!
Trustmark Insurance Company,Mississippi,62163,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Pennsylvania,62191,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Nevada,62233,,,,,,,,,No,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,New York,62255,12,,,,,,,,No,0,0,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!
Celtic Insurance Company,Ohio,62352,36,,0,-11014.35,,$0.00 ,"($11,014.35)",$-,No,0,0,-305.9541667,-305.9541667,#DIV/0!,#VALUE!,0,0,#VALUE!
