,Company Name_x,State_x,HIOS ID,MM Individual_x,MM Small Group_x,Expected Reinsurance_x,Expected Risk Adjustment Individual_x,Expected Risk Adjustment Small Group_x,Actual Reinsurance_x,Actual Risk Adjustment Individual_x,Actual Risk Adjustment Small Group_x,Nonprofit_x,Expected Reinsurance Per Member Month_x,Actual Reinsurance Per Member Month_x,Expected Risk Adjustment Per Member Month Individual_x,Actual Risk Adjustment Per Member Month Individual_x,Expected Risk Adjustment Per Member Month Small Group_x,Actual Risk Adjustment Per Member Month Small Group_x,Difference in Reinsurance Per Member Month_x,Difference in Risk Adjustment Individual Per Member Month_x,Difference in Risk Adjustment Small Group Per Member Month_x,Total Loss 2014,Company Name_y,State_y,MM Individual_y,MM Small Group_y,Expected Reinsurance_y,Expected Risk Adjustment Individual_y,Expected Risk Adjustment Small Group_y,Actual Reinsurance_y,Actual Risk Adjustment Individual_y,Actual Risk Adjustment Small Group_y,Nonprofit_y,Expected Reinsurance Per Member Month_y,Actual Reinsurance Per Member Month_y,Expected Risk Adjustment Per Member Month Individual_y,Actual Risk Adjustment Per Member Month Individual_y,Expected Risk Adjustment Per Member Month Small Group_y,Actual Risk Adjustment Per Member Month Small Group_y,Difference in Reinsurance Per Member Month_y,Difference in Risk Adjustment Individual Per Member Month_y,Difference in Risk Adjustment Small Group Per Member Month_y
1864,Assurity Life Insurance Company,Kansas,99101.0,12.0,,,,,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Assurity Life Insurance Company,Kansas,12.0,,,,,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1865,United Teachers Associates,New Jersey,99150.0,36.0,,,,,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,United Teachers Associates,New Jersey,36.0,,,,,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1866,Kanawha Insurance Company ,Pennsylvania,99194.0,1287.0,,,,,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Kanawha Insurance Company ,Pennsylvania,1173.0,,,,,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1867,Celtic Insurance Company,Missouri,99723.0,28.0,,0.0,-4177.67,,0.0,-4177.67,,No,0.0,0.0,-149.2,-149.2,,,0.0,0.0,,,Celtic Insurance Company,Missouri,24.0,,0.0,-4529.5,,0.0,-4529.5,,No,0.0,0.0,-188.73,-188.73,,,0.0,0.0,
1868,Standard Life and Accident Insurance Company,Kansas,99924.0,492.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Standard Life and Accident Insurance Company,Kansas,416.0,,,,,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1869,Local Initiative Health Authority for Los Angeles County,California,92815.0,240012.0,,347124.0,-31742828.0,,347123.67,-31742828.09,,Yes,1.45,1.45,-132.26,-132.26,,,0.0,0.0,,,Local Initiative Health Authority for Los Angeles County,California,187043.0,,175488.0,-23491265.0,,173346.94,-23491264.75,,Yes,0.94,0.93,-125.59,-125.59,,,-0.01,0.0,
1870,Humana Insurance Company,Florida,15980.0,340137.0,,525858.0,427146.34,,525858.0,483961.79,,No,1.55,1.55,1.26,1.42,,,0.0,0.17,,,Humana Insurance Company,Florida,37.0,,,-279.3,,0.0,-279.3,,No,0.0,0.0,-7.55,-7.55,,,0.0,0.0,
1871,"Boston Medical Center Health Plan, Inc.",Massachusetts,82569.0,24050.0,,130830.24,-5149610.0,,130830.24,,,Yes,5.44,5.44,-214.12,,,,0.0,,,,"Boston Medical Center Health Plan, Inc.",Massachusetts,282386.0,,1943986.6,-16960010.43,,1947450.1,,,Yes,6.88,6.9,-60.06,,,,0.01,,
1872,MOLINA HEALTHCARE OF OHIO,Ohio,64353.0,1610.0,,20239.0,180649.0,,20238.7,180648.95,,No,12.57,12.57,112.2,112.2,,,0.0,0.0,,,"Molina Healthcare of Ohio, Inc.",Ohio,25466.0,,878640.0,1592335.0,,879097.17,1592334.51,,No,34.5,34.52,62.53,62.53,,,0.02,0.0,
1873,MOLINA HEALTHCARE OF CALIFORNIA,California,18126.0,71865.0,,950343.0,-9072047.0,,950343.48,-9072047.23,,No,13.22,13.22,-126.24,-126.24,,,0.0,0.0,,,MOLINA HEALTHCARE OF CALIFORNIA,California,199582.0,,1229751.0,-25983025.0,,1230390.91,-25983024.62,,No,6.16,6.16,-130.19,-130.19,,,0.0,0.0,
1874,Freedom Life Insurance Company of America,Illinois,82506.0,4321.0,,57607.0,59845.0,,57607.05,59844.74,,No,13.33,13.33,13.85,13.85,,,0.0,0.0,,,Freedom Life Insurance Company of America,Illinois,3229.0,,37995.2,20588.27,,38014.98,26867.72,,No,11.77,11.77,6.38,8.32,,,0.01,1.94,
1875,Freedom Life Insurance Company of America,Florida,40442.0,14676.0,,197590.0,30087.0,,197590.16,34088.7,,No,13.46,13.46,2.05,2.32,,,0.0,0.27,,,Freedom Life Insurance Company of America,Florida,10292.0,,441201.84,544782.95,,441431.46,544782.95,,No,42.87,42.89,52.93,52.93,,,0.02,0.0,
1876,Coordinated Care Corporation Indiana,Washington,61836.0,232541.0,,3216434.39,-24258945.68,,3216434.39,-24258945.68,,No,13.83,13.83,-104.32,-104.32,,,0.0,0.0,,,Coordinated Care Corporation Indiana,Washington,335837.0,,4031648.63,-34636348.44,,4033746.83,-34636348.44,,No,12.0,12.01,-103.13,-103.13,,,0.01,0.0,
1877,Peach State Health Plan,Georgia,45495.0,45349.0,,752278.28,-3689629.38,,752278.28,-3689629.38,,No,16.59,16.59,-81.36,-81.36,,,0.0,0.0,,,Peach State Health Plan,Georgia,223797.0,,2157601.74,-13768906.67,,2158724.63,-13768906.67,,No,9.64,9.65,-61.52,-61.52,,,0.01,0.0,
1878,Molina Healthcare of New Mexico,New Mexico,19722.0,18034.0,,325294.0,685620.0,,325293.64,685619.88,,No,18.04,18.04,38.02,38.02,,,0.0,0.0,,,"Molina Healthcare of New Mexico, Inc.",New Mexico,48422.0,,300711.0,-265619.0,,300867.77,-265619.48,,No,6.21,6.21,-5.49,-5.49,,,0.0,0.0,
1879,Superior Health Plan,Texas,87226.0,14103.0,,280267.01,-933830.98,,280267.01,-933830.98,,No,19.87,19.87,-66.22,-66.22,,,0.0,0.0,,,Superior Health Plan,Texas,102284.0,,1216016.27,-5580967.25,,1216649.13,-5580967.25,,No,11.89,11.89,-54.56,-54.56,,,0.01,0.0,
1880,"Affinity Health Plan, Inc.",New York,57165.0,23258.0,,464860.5,-2140842.76,,464860.5,-2141766.08,,No,19.99,19.99,-92.05,-92.09,,,0.0,-0.04,,,"Affinity Health Plan, Inc.",New York,190900.0,,,-24567669.0,,2549532.7,-24567668.78,,Yes,0.0,13.36,-128.69,-128.69,,,13.36,0.0,
1881,Celtic Insurance Company,Arkansas,62141.0,343956.0,,6888210.15,-8621410.48,,6888210.15,-8621410.48,,No,20.03,20.03,-25.07,-25.07,,,0.0,0.0,,,Celtic Insurance Company,Arkansas,511698.0,,8194603.78,-10893205.76,,8196167.49,-10893205.76,,No,16.01,16.02,-21.29,-21.29,,,0.0,0.0,
1882,"Sendero Health Plans, inc.",Texas,71837.0,36372.0,,832608.73,-1995207.16,,832608.73,-1992571.72,,Yes,22.89,22.89,-54.86,-54.78,,,0.0,0.07,,,"Sendero Health Plans, inc.",Texas,72061.0,,1493473.0,-4376813.0,,1494250.38,-4376813.02,,Yes,20.73,20.74,-60.74,-60.74,,,0.01,0.0,
1883,"Humana Medical Plan of Michigan, Inc.",Michigan,46275.0,269299.0,,6808276.09,-25129449.51,,6808276.09,-25129449.51,,No,25.28,25.28,-93.31,-93.31,,,0.0,0.0,,,"Humana Medical Plan of Michigan, Inc.",Michigan,210962.0,,5234618.0,-10842830.0,,5237342.47,-10842830.41,,No,24.81,24.83,-51.4,-51.4,,,0.01,0.0,
1884,CareSource,Ohio,77552.0,250740.0,,6919052.0,-2165056.0,,6919052.23,-2165055.8,,Yes,27.59,27.59,-8.63,-8.63,,,0.0,0.0,,,CareSource,Ohio,489641.0,,9239804.0,-16725739.0,,9244613.09,-16752738.98,,Yes,18.87,18.88,-34.16,-34.21,,,0.01,-0.06,
1885,"New York State Catholic Health Plan, Inc.",New York,25303.0,482840.0,,13745380.71,-37492161.78,,13745380.71,-37511467.39,,Yes,28.47,28.47,-77.65,-77.69,,,0.0,-0.04,,,"New York State Catholic Health Plan, Inc.",New York,786748.0,,13855317.65,-56621556.4,,13867355.91,-56655138.64,,Yes,17.61,17.63,-71.97,-72.01,,,0.02,-0.04,
1886,"Humana Medical Plan of Utah, Inc.",Utah,56764.0,119232.0,,3555669.52,-9861880.07,,3555669.52,-9861880.07,,No,29.82,29.82,-82.71,-82.71,,,0.0,0.0,,,"Humana Medical Plan of Utah, Inc.",Utah,150566.0,,2400338.0,-12348266.0,,2401586.97,-12348265.88,,No,15.94,15.95,-82.01,-82.01,,,0.01,0.0,
1887,American Progressive Life & Health Insurance Company of New York,New York,31808.0,14440.0,,547364.03,661030.68,,547364.03,660761.45,,No,37.91,37.91,45.78,45.76,,,0.0,-0.02,,,American Progressive Life & Health Insurance Company of New York,New York,10734.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1888,Buckeye Community Health Plan,Ohio,41047.0,7133.0,,311415.92,-154350.05,,311415.92,-154350.05,,No,43.66,43.66,-21.64,-21.64,,,0.0,0.0,,,Buckeye Community Health Plan,Ohio,63391.0,,649585.83,-6141372.01,,649923.9,-6141372.01,,No,10.25,10.25,-96.88,-96.88,,,0.01,0.0,
1889,Molina Healthcare of Utah,Utah,18167.0,2085.0,,96992.0,311802.0,,96992.14,311802.19,,No,46.52,46.52,149.55,149.55,,,0.0,0.0,,,"Molina Healthcare of Utah, Inc.",Utah,72932.0,,1294508.0,-2854735.0,,1295181.45,-2854734.71,,No,17.75,17.76,-39.14,-39.14,,,0.01,0.0,
1890,Celtic Insurance Company,New Hampshire,75841.0,2004.0,,100260.3,57417.02,,100260.25,57417.02,,No,50.03,50.03,28.65,28.65,,,0.0,0.0,,,Celtic Insurance Company,New Hampshire,18.0,,112645.32,110166.0,,112703.95,110166.0,,No,6258.07,6261.33,6120.33,6120.33,,,3.26,0.0,
1891,"Group Health Plan, Inc.",Minnesota,34102.0,51252.0,,2695000.0,-2650.0,,2695282.74,-2650.5,,Yes,52.58,52.59,-0.05,-0.05,,,0.01,0.0,,,"Group Health Plan, Inc.",Minnesota,145243.0,,4671000.0,-4258000.0,,4673126.71,-4257609.45,,Yes,32.16,32.17,-29.32,-29.31,,,0.01,0.0,
1892,UCare Minnesota,Minnesota,85736.0,5906.0,,311887.0,927745.0,,311887.29,927744.9,,Yes,52.81,52.81,157.09,157.09,,,0.0,0.0,,,UCare Minnesota,Minnesota,115591.0,,1958644.09,-5906132.97,,1959663.44,-5906132.97,,Yes,16.94,16.95,-51.1,-51.1,,,0.01,0.0,
1893,"Healthfirst PHSP, Inc.",New York,91237.0,66274.0,,4031461.0,-2649558.0,,4031460.89,-2649557.85,,Yes,60.83,60.83,-39.98,-39.98,,,0.0,0.0,,,"Healthfirst PHSP, Inc.",New York,401015.0,,6628929.28,-48556174.15,,6632379.19,-48556174.15,,Yes,16.53,16.54,-121.08,-121.08,,,0.01,0.0,
1894,"Molina Healthcare of Florida, Inc",Florida,54172.0,6429.0,,413077.0,586192.0,,413077.75,664162.18,,No,64.25,64.25,91.18,103.31,,,0.0,12.13,,,"Molina Healthcare of Florida, Inc",Florida,1722261.0,,19011514.77,-218903904.1,,19021408.95,-218903904.11,,No,11.04,11.04,-127.1,-127.1,,,0.01,0.0,
1895,"ConnectiCare Benefits, Inc.",Connecticut,76962.0,302364.0,,22089000.0,-6289000.0,,22088564.32,-6289036.98,,No,73.05,73.05,-20.8,-20.8,,,0.0,0.0,,,"ConnectiCare Benefits, Inc.",Connecticut,439258.0,,20626712.98,4456585.0,,20637447.76,4456584.71,,No,46.96,46.98,10.15,10.15,,,0.02,0.0,
1896,BridgeSpan Health Company,Utah,34541.0,27049.0,,1994102.0,-938474.0,,1994102.22,-938474.23,,No,73.72,73.72,-34.7,-34.7,,,0.0,0.0,,,BridgeSpan Health Company,Utah,91739.0,,3260858.0,-2946128.0,,3262555.12,-2946127.55,,No,35.54,35.56,-32.11,-32.11,,,0.02,0.0,
1897,Molina Healthcare of Texas,Texas,45786.0,12642.0,,973698.0,723000.0,,973697.67,722999.82,,No,77.02,77.02,57.19,57.19,,,0.0,0.0,,,"Molina Healthcare of Texas, Inc.",Texas,154159.0,,2012007.0,-4116191.0,,2013053.67,-4116190.69,,No,13.05,13.06,-26.7,-26.7,,,0.01,0.0,
1898,"Molina Healthcare of Washington, Inc.",Washington,84481.0,17442.0,,1345029.0,3774960.0,,1345029.79,3774960.62,,No,77.11,77.11,216.43,216.43,,,0.0,0.0,,,"Molina Healthcare of Washington, Inc.",Washington,50553.0,,1183589.31,1537384.84,,1184205.29,1537384.84,,No,23.41,23.43,30.41,30.41,,,0.01,0.0,
1899,"Denver Health Medical Plan, Inc.",Colorado,66699.0,5526.0,,426658.0,2412385.0,,426657.77,2412384.6,,Yes,77.21,77.21,436.55,436.55,,,0.0,0.0,,,"Denver Health Medical Plan, Inc.",Colorado,2857.0,,90409.74,1557813.7,,90456.8,2379976.29,,Yes,31.64,31.66,545.26,833.03,,,0.02,287.77,
1900,Freedom Life Insurance Company of America,Texas,53799.0,9495.0,,763969.0,212352.0,,763968.78,212352.03,,No,80.46,80.46,22.36,22.36,,,0.0,0.0,,,Freedom Life Insurance Company of America,Texas,6793.0,,939206.06,808134.93,,939694.86,808134.93,,No,138.26,138.33,118.97,118.97,,,0.07,0.0,
1901,Medica Health Plans of Wisconsin,Minnesota,65847.0,32699.0,,2670519.49,130710.53,,2670519.49,130710.53,,Yes,81.67,81.67,4.0,4.0,,,0.0,0.0,,,Medica Health Plans of Wisconsin,Minnesota,76939.0,,6049811.83,7678426.35,,6052960.34,7678426.35,,Yes,78.63,78.67,99.8,99.8,,,0.04,0.0,
1902,Medica Health Plans of Wisconsin,Wisconsin,57845.0,33965.0,,2862374.5,-2323453.55,,2862374.5,-2323453.55,,Yes,84.27,84.27,-68.41,-68.41,,,0.0,0.0,,,Medica Health Plans of Wisconsin,Wisconsin,76759.0,,5112090.38,-2183267.46,,5114750.87,-2183267.46,,Yes,66.6,66.63,-28.44,-28.44,,,0.03,0.0,
1903,"Moda Health Plan, Inc.",Washington,65907.0,93203.0,,8479437.0,3727522.0,,8479437.45,3727521.87,,No,90.98,90.98,39.99,39.99,,,0.0,0.0,,,"Moda Health Plan, Inc.",Washington,204794.0,8352.0,15986778.0,6134915.0,-558679.0,15995097.81,6134914.63,-558678.76,No,78.06,78.1,29.96,29.96,-66.89,-66.89,0.04,0.0,0.0
1904,Molina Healthcare of Wisconsin,Wisconsin,52697.0,33299.0,,3441997.0,4461488.0,,3441997.05,4461487.73,,No,103.37,103.37,133.98,133.98,,,0.0,0.0,,,"Molina Healthcare of Wisconsin, Inc.",Wisconsin,281235.0,,13394748.0,-4595004.0,,13401718.71,-4595003.52,,No,47.63,47.65,-16.34,-16.34,,,0.02,0.0,
1905,Celtic Insurance Company,Florida,21663.0,138.0,,14820.41,126526.23,,14820.41,143355.7,,No,107.39,107.39,916.86,1038.81,,,0.0,121.95,,,Celtic Insurance Company,Florida,111.0,,110307.61,193747.7,,110365.02,193747.7,,No,993.76,994.28,1745.47,1745.47,,,0.52,0.0,
1906,Oscar Insurance Corporation,New York,74289.0,150231.0,,17524068.75,-8073821.58,,17524068.75,-8073821.58,,No,116.65,116.65,-53.74,-53.74,,,0.0,0.0,,,Oscar Insurance Corporation,New York,416880.0,,19778819.31,-30977083.32,,19771125.4,-30977083.32,,No,47.44,47.43,-74.31,-74.31,,,-0.02,0.0,
1907,BridgeSpan Health Company,Washington,53732.0,30344.0,,3714808.0,6256017.0,,3714808.43,6256017.45,,No,122.42,122.42,206.17,206.17,,,0.0,0.0,,,BridgeSpan Health Company,Washington,122870.0,,5154985.0,3046204.0,,5157667.99,3046204.15,,No,41.95,41.98,24.79,24.79,,,0.02,0.0,
1908,BridgeSpan Health Company,Idaho,59765.0,4960.0,,712879.0,574321.0,,712878.62,574321.44,,No,143.73,143.73,115.79,115.79,,,0.0,0.0,,,BridgeSpan Health Company,Idaho,11749.0,,723972.0,-37956.0,,724349.19,-37955.58,,No,61.62,61.65,-3.23,-3.23,,,0.03,0.0,
1909,Health Choice Insurance Co.,Arizona,70239.0,4697.0,,678956.76,-243631.04,,678956.76,-243631.04,,No,144.55,144.55,-51.87,-51.87,,,0.0,0.0,,,Health Choice Insurance Co.,Arizona,58566.0,,1542063.16,-5999819.7,,1542865.7,-5999819.7,,No,26.33,26.34,-102.45,-102.45,,,0.01,0.0,
1910,New Health Ventures Inc,Colorado,11555.0,921.0,,205000.0,99153.0,,205000.0,99152.72,,No,222.58,222.58,107.66,107.66,,,0.0,0.0,,,New Health Ventures Inc,Colorado,4585.0,0.0,389660.27,116319.32,0.0,389863.07,173278.24,,No,84.99,85.03,25.37,37.79,,,0.04,12.42,
1911,Community Health Plan of Washington,Washington,18581.0,30774.0,,9099895.43,11449602.2,,9099895.43,11449602.2,,No,295.7,295.7,372.05,372.05,,,0.0,0.0,,,Community Health Plan of Washington,Washington,15402.0,,3147141.24,6748060.0,,3148779.12,6748059.74,,No,204.33,204.44,438.13,438.13,,,0.11,0.0,
1912,Freedom Life Insurance Company of America,Alabama,93122.0,334.0,,107807.0,26222.0,,107806.57,26222.47,,No,322.78,322.77,78.51,78.51,,,0.0,0.0,,,Freedom Life Insurance Company of America,Alabama,248.0,,0.0,57450.42,,0.0,57450.42,,No,0.0,0.0,231.65,231.65,,,0.0,0.0,
1913,Freedom Life Insurance Company of America,Arizona,75849.0,80.0,,68742.0,1903.0,,68741.8,1902.67,,No,859.28,859.27,23.79,23.78,,,0.0,0.0,,,Freedom Life Insurance Company of America,Arizona,172.0,,4144.31,58268.68,,4146.48,168620.34,,No,24.09,24.11,338.77,980.35,,,0.01,641.58,
1914,Unified Life Insurance Company,South Carolina,10018.0,0.0,,0.0,0.0,,,,,No,,,,,,,,,,0,Unified Life Insurance Company,South Carolina,0.0,,0.0,0.0,,,,,No,,,,,,,,,
1915,The Prudential Insurance Company of America,Iowa,10083.0,,,,,,,,,No,,,,,,,,,,0,The Prudential Insurance Company of America,Iowa,,,,,,,,,No,,,,,,,,,
1916,Union Fidelity Life Insurance Company,Delaware,10192.0,,,,,,,,,No,,,,,,,,,,0,Union Fidelity Life Insurance Company,Delaware,,,,,,,,,No,,,,,,,,,
1917,Transamerica Life Insurance Company,Iowa,10201.0,,,,,,,,,No,,,,,,,,,,0,Transamerica Life Insurance Company,Iowa,,,,,,,,,No,,,,,,,,,
1918,Central United Life Insurance Company,Missouri,10219.0,,,,,,,,,No,,,,,,,,,,0,Central United Life Insurance Company,Missouri,,,,,,,,,No,,,,,,,,,
1919,Thrivent Financial for Lutherans,Arkansas,10354.0,,,,,,,,,No,,,,,,,,,,0,Thrivent Financial for Lutherans,Arkansas,,,,,,,,,No,,,,,,,,,
1920,Thrivent Financial for Lutherans,California,10360.0,,,,,,,,,No,,,,,,,,,,0,Thrivent Financial for Lutherans,California,,,,,,,,,No,,,,,,,,,
1921,Transamerica Life Insurance Company,South Carolina,10390.0,,,,,,,,,No,,,,,,,,,,0,Transamerica Life Insurance Company,South Carolina,,,,,,,,,No,,,,,,,,,
1922,The Prudential Insurance Company of America,Missouri,10466.0,,,,,,,,,No,,,,,,,,,,0,The Prudential Insurance Company of America,Missouri,,,,,,,,,No,,,,,,,,,
1923,Trustmark Insurance Company,New Mexico,10508.0,,,,,,,,,No,,,,,,,,,,0,Trustmark Insurance Company,New Mexico,,,,,,,,,No,,,,,,,,,
1924,American Republic Insurance Company,Missouri,10676.0,,,,,,,,,No,,,,,,,,,,0,American Republic Insurance Company,Missouri,,,,,,,,,No,,,,,,,,,
1925,Trustmark Insurance Company,Ohio,10709.0,,,,,,,,,No,,,,,,,,,,0,Trustmark Insurance Company,Ohio,,,,,,,,,No,,,,,,,,,
1926,Pekin Life Insurance Company,Nebraska,10818.0,,,,,,,,,No,,,,,,,,,,0,Pekin Life Insurance Company,Nebraska,,,,,,,,,No,,,,,,,,,
1927,American General Life Insurance Company,District of Columbia,10923.0,0.0,,,,,,,,No,,,,,,,,,,0,American General Life Insurance Company,District of Columbia,0.0,,,,,,,,No,,,,,,,,,
1928,Central United Life Insurance Company,Maryland,11012.0,,,,,,,,,No,,,,,,,,,,0,Central United Life Insurance Company,Maryland,,,,,,,,,No,,,,,,,,,
1929,Unified Life Insurance Company,South Dakota,11077.0,0.0,,0.0,0.0,,,,,No,,,,,,,,,,0,Unified Life Insurance Company,South Dakota,0.0,,0.0,0.0,,,,,No,,,,,,,,,
1930,TransAmerica Premier Life Insurance,Pennsylvania,11078.0,0.0,,,,,,,,No,,,,,,,,,,0,TransAmerica Premier Life Insurance,Pennsylvania,,,,,,,,,No,,,,,,,,,
1931,American Income Life Insurance Co,Colorado,11109.0,,,,,,,,,No,,,,,,,,,,0,American Income Life Insurance Co,Colorado,,,,,,,,,No,,,,,,,,,
1932,Liberty Mutual Insurance Company,Nevada,11119.0,,,,,,,,,No,,,,,,,,,,0,Liberty Mutual Insurance Company,Nevada,,,,,,,,,No,,,,,,,,,
1933,American Income Life Insurance Co,Oklahoma,11230.0,,,,,,,,,No,,,,,,,,,,0,American Income Life Insurance Co,Oklahoma,,,,,,,,,No,,,,,,,,,
1934,Reserve National Insurance Company,Indiana,11265.0,,,,,,,,,No,,,,,,,,,,0,Reserve National Insurance Company,Indiana,,,,,,,,,No,,,,,,,,,
1935,Liberty National Life Insurance Co,Colorado,11323.0,,,,,,,,,No,,,,,,,,,,0,Liberty National Life Insurance Co,Colorado,,,,,,,,,No,,,,,,,,,
1936,Reliance Standard Life Insurance Company,Utah,11348.0,,,,,,,,,No,,,,,,,,,,0,Reliance Standard Life Insurance Company,Utah,,,,,,,,,No,,,,,,,,,
1937,United American Insurance Co,Mississippi,11415.0,,,,,,,,,No,,,,,,,,,,0,United American Insurance Co,Mississippi,,,,,,,,,No,,,,,,,,,
1938,American Income Life Insurance Co,Arkansas,11450.0,,,,,,,,,No,,,,,,,,,,0,American Income Life Insurance Co,Arkansas,,,,,,,,,No,,,,,,,,,
1939,Philadelphia American Life Insurance Company,Kansas,11483.0,,,,,,,,,No,,,,,,,,,,0,Philadelphia American Life Insurance Company,Kansas,,,,,,,,,No,,,,,,,,,
1940,Philadelphia American Life Insurance Company,Louisiana,11586.0,,,,,,,,,No,,,,,,,,,,0,Philadelphia American Life Insurance Company,Louisiana,,,,,,,,,No,,,,,,,,,
1941,United Teachers Associates,Nevada,11600.0,,,,,,,,,No,,,,,,,,,,0,United Teachers Associates,Nevada,0.0,,,,,,,,No,,,,,,,,,
1942,Reliance Standard Life Insurance Company,South Dakota,11782.0,,,,,,,,,No,,,,,,,,,,0,Reliance Standard Life Insurance Company,South Dakota,,,,,,,,,No,,,,,,,,,
1943,Illinois Mutual Life Insurance Company,Oklahoma,11838.0,,,,,,,,,No,,,,,,,,,,0,Illinois Mutual Life Insurance Company,Oklahoma,,,,,,,,,No,,,,,,,,,
1944,Globe Life and Accident Insurance Co,Montana,11883.0,,,,,,,,,No,,,,,,,,,,0,Globe Life and Accident Insurance Co,Montana,,,,,,,,,No,,,,,,,,,
1945,San Mateo Health Commission,California,12318.0,,,,,,,,,Yes,,,,,,,,,,0,San Mateo Health Commission,California,,,,,,,,,Yes,,,,,,,,,
1946,TransAmerica Premier Life Insurance,Iowa,12332.0,,,,,,,,,No,,,,,,,,,,0,TransAmerica Premier Life Insurance,Iowa,,,,,,,,,No,,,,,,,,,
1947,AMERICAN FIDELITY ASSURANCE COMPANY,Ohio,12409.0,,,,,,,,,No,,,,,,,,,,0,AMERICAN FIDELITY ASSURANCE COMPANY,Ohio,,,,,,,,,No,,,,,,,,,
1948,New York Life Insurance Company,Indiana,12595.0,0.0,,,,,,,,No,,,,,,,,,,0,New York Life Insurance Company,Indiana,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1949,American Heritage Life Insurance Company,Texas,12621.0,,,,,,,,,No,,,,,,,,,,0,American Heritage Life Insurance Company,Texas,,,,,,,,,No,,,,,,,,,
1950,United American Insurance Co,Minnesota,12627.0,,,,,,,,,No,,,,,,,,,,0,United American Insurance Co,Minnesota,,,,,,,,,No,,,,,,,,,
1951,Celtic Insurance Company,Vermont,12666.0,0.0,,0.0,0.0,,,,,No,,,,,,,,,,0,Celtic Insurance Company,Vermont,0.0,,0.0,0.0,,,,,No,,,,,,,,,
1952,Union Fidelity Life Insurance Company,South Dakota,12842.0,,,,,,,,,No,,,,,,,,,,0,Union Fidelity Life Insurance Company,South Dakota,,,,,,,,,No,,,,,,,,,
1953,Mutual of Omaha Insurance Company,Illinois,13029.0,,,,,,,,,No,,,,,,,,,,0,Mutual of Omaha Insurance Company,Illinois,,,,,,,,,No,,,,,,,,,
1954,Union Fidelity Life Insurance Company,Alabama,13062.0,,,,,,,,,No,,,,,,,,,,0,Union Fidelity Life Insurance Company,Alabama,,,,,,,,,No,,,,,,,,,
1955,Mutual of Omaha Insurance Company,Minnesota,13099.0,,,,,,,,,No,,,,,,,,,,0,Mutual of Omaha Insurance Company,Minnesota,,,,,,,,,No,,,,,,,,,
1956,Thrivent Financial for Lutherans,Maryland,13124.0,,,,,,,,,No,,,,,,,,,,0,Thrivent Financial for Lutherans,Maryland,,,,,,,,,No,,,,,,,,,
1957,Globe Life and Accident Insurance Co,Georgia,13137.0,,,,,,,,,No,,,,,,,,,,0,Globe Life and Accident Insurance Co,Georgia,,,,,,,,,No,,,,,,,,,
1958,American Income Life Insurance Co,Maine,13155.0,,,,,,,,,No,,,,,,,,,,0,American Income Life Insurance Co,Maine,,,,,,,,,No,,,,,,,,,
1959,Globe Life and Accident Insurance Co,Arizona,13165.0,,,,,,,,,No,,,,,,,,,,0,Globe Life and Accident Insurance Co,Arizona,,,,,,,,,No,,,,,,,,,
1960,Central United Life Insurance Company,Oregon,13235.0,,,,,,,,,No,,,,,,,,,,0,Central United Life Insurance Company,Oregon,,,,,,,,,No,,,,,,,,,
1961,Central United Life Insurance Company,Utah,13257.0,,,,,,,,,No,,,,,,,,,,0,Central United Life Insurance Company,Utah,,,,,,,,,No,,,,,,,,,
1962,Reliance Standard Life Insurance Company,Arkansas,13285.0,,,,,,,,,No,,,,,,,,,,0,Reliance Standard Life Insurance Company,Arkansas,,,,,,,,,No,,,,,,,,,
1963,United Teachers Associates,Indiana,13435.0,,,,,,,,,No,,,,,,,,,,0,United Teachers Associates,Indiana,0.0,,,,,,,,No,,,,,,,,,
1964,Liberty Mutual Insurance Company,South Carolina,13452.0,,,,,,,,,No,,,,,,,,,,0,Liberty Mutual Insurance Company,South Carolina,,,,,,,,,No,,,,,,,,,
1965,Union Fidelity Life Insurance Company,Louisiana,13506.0,,,,,,,,,No,,,,,,,,,,0,Union Fidelity Life Insurance Company,Louisiana,,,,,,,,,No,,,,,,,,,
1966,American States Insurance Company,Texas,13685.0,,,,,,,,,No,,,,,,,,,,0,American States Insurance Company,Texas,,,,,,,,,No,,,,,,,,,
1967,Liberty National Life Insurance Co,Virginia,13730.0,,,,,,,,,No,,,,,,,,,,0,Liberty National Life Insurance Co,Virginia,,,,,,,,,No,,,,,,,,,
1968,Trustmark Insurance Company,Iowa,13857.0,,,,,,,,,No,,,,,,,,,,0,Trustmark Insurance Company,Iowa,,,,,,,,,No,,,,,,,,,
